division,product_type,material_type,tariff_country_code,tariff_country_description,tariff_code,customs_description,material_composition
Women,Bras,Knit,NZL,New Zealand,6212100200G,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,BRA,Brazil,62121000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,EU,Europe,6212109000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,CHN,China,6212101000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,KOR,South Korea,6212102000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,CAN,Canada,6212100020,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,DIST,Distributor countries,621210,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,JPN,Japan,621210000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,BRA,Brazil,62121000,nan,
Women,Bras,Knit,USA,United States,6212109020,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,CHE,Switzerland,62121000-000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,AUS,Australia,6212100029,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,NOR,Norway,62121000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,GBR,United Kingdom,6212109000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,NZL,New Zealand,6212100200G,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,HKG,Hong Kong,62121020,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,CAN,Canada,6212100020,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,USA,United States,6212109020,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,AUS,Australia,6212100029,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,NOR,Norway,62121000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,KOR,South Korea,6212102000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,NZL,New Zealand,6212100200G,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,GBR,United Kingdom,6212109000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,HKG,Hong Kong,62121020,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,CHE,Switzerland,62121000-000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,BRA,Brazil,62121000,nan,
Women,Bras,Knit,CHN,China,6212101000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,DIST,Distributor countries,621210,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,JPN,Japan,621210000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,EU,Europe,6212109000,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Bras,Knit,BRA,Brazil,62121000,bra,"75%  polyester, 25% elastane"
Women,Bras,Knit,JPN,Japan,621210000,bra,"75%  polyester, 25% elastane"
Women,Bras,Knit,AUS,Australia,6212100029,bra,"75%  polyester, 25% elastane"
Women,Bras,Knit,CAN,Canada,6212100020,bra,"75%  polyester, 25% elastane"
Women,Bras,Knit,DIST,Distributor countries,621210,bra,"75%  polyester, 25% elastane"
Women,Bras,Knit,HKG,Hong Kong,62121020,bra,"75%  polyester, 25% elastane"
Women,Bras,Knit,CHN,China,6212101000,bra,"75%  polyester, 25% elastane"
Women,Bras,Knit,CHE,Switzerland,62121000-000,bra,"75%  polyester, 25% elastane"
Women,Bras,Knit,EU,Europe,6212109000,bra,"75%  polyester, 25% elastane"
Women,Bras,Knit,NOR,Norway,62121000,bra,"75%  polyester, 25% elastane"
Women,Bras,Knit,GBR,United Kingdom,6212109000,bra,"75%  polyester, 25% elastane"
Women,Bras,Knit,KOR,South Korea,6212102000,bra,"75%  polyester, 25% elastane"
Women,Bras,Knit,USA,United States,6212109020,bra,"75%  polyester, 25% elastane"
Women,Bras,Knit,NZL,New Zealand,6212100200G,bra,"75% Recycled Polyester, 25% Elastane - EL"
Women,Shorts,Woven,USA,United States,6204639032,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,GBR,United Kingdom,6204639090,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,EU,Europe,6204639090,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,DIST,Distributor countries,620463,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,CAN,Canada,6204630020,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,NZL,New Zealand,6204630203B,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,BRA,Brazil,62046300,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,NOR,Norway,62046301,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,KOR,South Korea,6204630000,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,CHE,Switzerland,62046300-000,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,AUS,Australia,6204630004,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,CHN,China,6204630000,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,HKG,Hong Kong,62046310,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,JPN,Japan,620463200,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,GBR,United Kingdom,6204639090,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,EU,Europe,6204639090,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,AUS,Australia,6204630004,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,JPN,Japan,620463200,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,BRA,Brazil,62046300,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,CHE,Switzerland,62046300-000,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,HKG,Hong Kong,62046310,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,CHN,China,6204630000,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,DIST,Distributor countries,620463,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,CAN,Canada,6204630020,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,USA,United States,6204639032,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,KOR,South Korea,6204630000,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,NZL,New Zealand,6204630203B,woven shorts,"56% Pima Cotton, 38% Polyester (Mechanical Recycled) - rPES, 6% Elastane - EL"
Women,Shorts,Woven,NOR,Norway,62046301,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,BRA,Brazil,62046300,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,AUS,Australia,6204630004,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,NZL,New Zealand,6204630203B,woven shorts,"56% Pima Cotton, 38% Polyester (Mechanical Recycled) - rPES, 6% Elastane - EL"
Women,Shorts,Woven,HKG,Hong Kong,62046310,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,CAN,Canada,6204630020,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,GBR,United Kingdom,6204639090,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,EU,Europe,6204639090,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,KOR,South Korea,6204630000,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,CHE,Switzerland,62046300-000,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,CHN,China,6204630000,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,NOR,Norway,62046301,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,JPN,Japan,620463200,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,USA,United States,6204639032,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,DIST,Distributor countries,620463,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,BRA,Brazil,62046300,nan,
Women,Shorts,Woven,NOR,Norway,62046301,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,HKG,Hong Kong,62046310,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,EU,Europe,6204639090,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,NZL,New Zealand,6204630203B,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,DIST,Distributor countries,620463,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,CHN,China,6204630000,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,CAN,Canada,6204630020,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,CHE,Switzerland,62046300-000,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,JPN,Japan,620463200,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,USA,United States,6204639032,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,GBR,United Kingdom,6204639090,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,AUS,Australia,6204630004,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Shorts,Woven,KOR,South Korea,6204630000,woven shorts,"81% Polyester (Mechanical Recycled) - rPES, 19% Polyester - PES"
Women,Bras,Knit,CHN,China,6212101000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,DIST,Distributor countries,621210,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,AUS,Australia,6212100029,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,EU,Europe,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NOR,Norway,62121000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NZL,New Zealand,6212100200G,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CAN,Canada,6212100020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,BRA,Brazil,62121000,nan,
Women,Bras,Knit,CHE,Switzerland,62121000-000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,USA,United States,6212109020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,HKG,Hong Kong,62121020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,GBR,United Kingdom,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,JPN,Japan,621210000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,KOR,South Korea,6212102000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NOR,Norway,62121000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,JPN,Japan,621210000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,EU,Europe,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CHN,China,6212101000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CHE,Switzerland,62121000-000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,BRA,Brazil,62121000,nan,
Women,Bras,Knit,KOR,South Korea,6212102000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,USA,United States,6212109020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CAN,Canada,6212100020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NZL,New Zealand,6212100200G,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,DIST,Distributor countries,621210,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,HKG,Hong Kong,62121020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,AUS,Australia,6212100029,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,GBR,United Kingdom,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,HKG,Hong Kong,62121020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CAN,Canada,6212100020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,USA,United States,6212109020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NOR,Norway,62121000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,BRA,Brazil,62121000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,JPN,Japan,621210000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,EU,Europe,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CHE,Switzerland,62121000-000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,KOR,South Korea,6212102000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,AUS,Australia,6212100029,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CHN,China,6212101000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,GBR,United Kingdom,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,DIST,Distributor countries,621210,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NZL,New Zealand,6212100200G,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CHN,China,6212101000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,BRA,Brazil,62121000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,KOR,South Korea,6212102000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CAN,Canada,6212100020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,JPN,Japan,621210000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,USA,United States,6212109020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,AUS,Australia,6212100029,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CHE,Switzerland,62121000-000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,DIST,Distributor countries,621210,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,EU,Europe,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NOR,Norway,62121000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,GBR,United Kingdom,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NZL,New Zealand,6212100200G,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,HKG,Hong Kong,62121020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,DIST,Distributor countries,621210,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,AUS,Australia,6212100029,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NZL,New Zealand,6212100200G,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,EU,Europe,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CHN,China,6212101000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,HKG,Hong Kong,62121020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,BRA,Brazil,62121000,nan,
Women,Bras,Knit,GBR,United Kingdom,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CHE,Switzerland,62121000-000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NOR,Norway,62121000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,KOR,South Korea,6212102000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CAN,Canada,6212100020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,USA,United States,6212109020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,JPN,Japan,621210000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CHN,China,6212101000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,USA,United States,6212109020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,AUS,Australia,6212100029,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NZL,New Zealand,6212100200G,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,DIST,Distributor countries,621210,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,BRA,Brazil,62121000,nan,
Women,Bras,Knit,NOR,Norway,62121000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CAN,Canada,6212100020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,KOR,South Korea,6212102000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,EU,Europe,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,GBR,United Kingdom,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,JPN,Japan,621210000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,HKG,Hong Kong,62121020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CHE,Switzerland,62121000-000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NZL,New Zealand,6212100200G,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,EU,Europe,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CHN,China,6212101000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,BRA,Brazil,62121000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,KOR,South Korea,6212102000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,USA,United States,6212109020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,DIST,Distributor countries,621210,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,GBR,United Kingdom,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,AUS,Australia,6212100029,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CAN,Canada,6212100020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,JPN,Japan,621210000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CHE,Switzerland,62121000-000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NOR,Norway,62121000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,HKG,Hong Kong,62121020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,KOR,South Korea,6212102000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,BRA,Brazil,62121000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NOR,Norway,62121000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CHE,Switzerland,62121000-000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CAN,Canada,6212100020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,USA,United States,6212109020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,DIST,Distributor countries,621210,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,AUS,Australia,6212100029,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,EU,Europe,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,CHN,China,6212101000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,NZL,New Zealand,6212100200G,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,JPN,Japan,621210000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,HKG,Hong Kong,62121020,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Bras,Knit,GBR,United Kingdom,6212109000,bra,"82% Polyester Lanzatech - CC, 18% Elastane - EL"
Women,Sweatshirts,Knit,BRA,Brazil,61102000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,NOR,Norway,61102000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,CAN,Canada,6110200092,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,CHN,China,6110200090,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,USA,United States,6110202046,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,KOR,South Korea,6110200000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,GBR,United Kingdom,6110209900,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,HKG,Hong Kong,61102020,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,JPN,Japan,611020030,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,AUS,Australia,6110200052,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,EU,Europe,6110209900,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,DIST,Distributor countries,611020,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,NZL,New Zealand,6110200201F,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,CHE,Switzerland,61102000-000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Hoodies & Sweatshirts,Knit,HKG,Hong Kong,61102020,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Hoodies & Sweatshirts,Knit,JPN,Japan,611020030,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,USA,United States,6110202046,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Hoodies & Sweatshirts,Knit,EU,Europe,6110209900,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,NOR,Norway,61102000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,CHN,China,6110200090,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
Women,Sweatshirts,Knit,BRA,Brazil,61102000,nan,
Women,Sweatshirts,Knit,CHE,Switzerland,61102000-000,knitted sweatshirt,"68% Cotton (Organic) - CO, 20% Polyester - PES, 12% Polyester (Mechanical Recycled) - rPES"
