timestamp,country,product_type,input_tokens,output_tokens,total_tokens
2025-08-21 17:21:41,south korea,knitted pants Trousers,8208,1754,9962
2025-08-21 17:21:44,south korea,knitted hoodie Hoodies & Sweatshirts,8407,2017,10424
2025-08-21 17:22:33,south korea,knitted hoodie Sweatshirts,8184,512,8696
2025-08-21 17:22:34,south korea,woven shorts Shorts,8542,674,9216
2025-08-21 17:22:35,south korea,t-shirt T-Shirts,8504,790,9294
2025-08-21 17:22:36,south korea,knitted t-shirt T-Shirts,8541,963,9504
2025-08-21 17:22:41,south korea,knitted t-shirt T-Shirts,8242,1939,10181
2025-08-21 17:22:41,south korea,hoodie Sweatshirts,8198,1843,10041
2025-08-21 17:22:42,south korea,knitted tights half Tights,8341,1914,10255
2025-08-21 17:22:42,south korea,knitted t-shirt T-Shirts,8190,2032,10222
2025-08-21 17:22:43,south korea,knitted tank T-Shirts,8457,2243,10700
2025-08-21 17:22:44,south korea,knitted tank T-Shirts,8463,2324,10787
2025-08-26 13:28:26,united states,knitted tights Tights,55812,2085,57897
2025-08-26 13:28:26,united states,tights Tights,55447,2190,57637
2025-08-26 13:28:27,united states,knitted pants Pants,55505,2187,57692
2025-08-26 13:28:27,united states,knitted tights half Tights,55586,2411,57997
2025-08-26 13:28:27,united states,knitted t-shirt T-Shirts,55487,2569,58056
2025-08-26 13:28:28,united states,knitted t-shirt T-Shirts,55461,2547,58008
2025-08-26 13:28:28,united states,knitted pants Pants,55913,2558,58471
2025-08-26 13:28:28,united states,knitted t-shirt T-Shirts,55435,2576,58011
2025-08-26 13:28:29,united states,long sleeves top Sweatshirts,55445,2380,57825
2025-08-26 13:28:29,united states,knitted t-shirt T-Shirts,55453,2772,58225
2025-08-26 13:29:24,norway,tights Tights,42283,1948,44231
2025-08-26 13:29:24,norway,knitted sweatshirt Sweatshirts,42472,1997,44469
2025-08-26 13:29:25,norway,knitted sweatshirt Sweatshirts,42315,2055,44370
2025-08-26 13:29:26,norway,knitted t-shirt T-Shirts,42289,2160,44449
2025-08-26 13:29:26,norway,woven shorts Shorts,43129,2448,45577
2025-08-26 13:29:27,norway,woven shorts Shorts,43401,2714,46115
2025-08-26 13:43:18,south korea,knitted sweatshirt Sweatshirts,8395,661,9056
2025-08-26 13:43:19,south korea,woven shorts Shorts,8791,752,9543
2025-08-26 13:43:23,south korea,woven shorts Shorts,8513,1744,10257
2025-08-26 13:43:24,south korea,knitted tank T-Shirts,8204,1584,9788
2025-08-26 13:43:24,south korea,knitted sweatshirt Sweatshirts,8234,1927,10161
2025-08-26 13:43:24,south korea,knitted hoodie Sweatshirts,8262,1670,9932
2025-08-26 13:43:24,south korea,tights Tights,8202,1754,9956
2025-08-26 13:43:24,south korea,long sleeves top Sweatshirts,8200,1695,9895
2025-08-26 13:43:27,south korea,knitted pants Pants,8668,2163,10831
2025-08-26 13:43:27,south korea,knitted t-shirt T-Shirts,8208,2721,10929
2025-08-26 13:50:34,japan,knitted t-shirt T-Shirts,10094,680,10774
2025-08-26 13:50:34,japan,knitted t-shirt T-Shirts,10042,590,10632
2025-08-26 13:50:34,japan,knitted t-shirt T-Shirts,10042,590,10632
2025-08-26 13:50:34,japan,hoodie Sweatshirts,10050,662,10712
2025-08-26 13:50:35,japan,knitted t-shirt T-Shirts,10388,845,11233
2025-08-26 13:50:35,japan,knitted tank T-Shirts,10305,878,11183
2025-08-26 13:50:35,japan,knitted t-shirt T-Shirts,10388,845,11233
2025-08-26 13:50:35,japan,knitted hoodie Sweatshirts,10036,833,10869
2025-08-26 13:50:35,japan,knitted pants Pants,10515,888,11403
2025-08-26 13:50:43,japan,knitted tights half Tights,10191,2001,12192
2025-10-13 15:43:04,canada,Shoes Low cut,37416,2193,39609
2025-10-13 15:43:13,canada,Shoes Low cut,37430,2523,39953
2025-10-13 15:43:13,brazil,Shoes Low cut,5766,1519,7285
2025-10-13 15:43:13,brazil,Shoes Mid Cut,5766,1789,7555
2025-10-13 15:43:13,hong kong,Shoes Mid Cut,5639,1753,7392
2025-10-13 15:43:14,australia,Low cut Shoes Low cut,24702,2029,26731
2025-10-13 15:43:14,japan,Shoes Low cut,8149,1996,10145
2025-10-13 15:43:14,australia,Shoes Low cut,24618,1867,26485
2025-10-13 15:43:14,europe,Low cut Shoes Low cut,10267,1990,12257
2025-10-13 15:43:15,europe,Shoes Low cut,10183,2181,12364
2025-10-13 15:44:03,japan,Shoes Low cut,8067,2137,10204
2025-10-13 15:44:11,united states,Shoes Mid Cut,49289,2067,51356
2025-10-13 15:44:12,switzerland,Shoes Low cut,83116,1971,85087
2025-10-13 15:44:13,switzerland,Shoes Low cut,83034,1837,84871
2025-10-13 15:44:14,united kingdom,Shoes Low cut,8089,1799,9888
2025-10-13 15:44:16,south korea,Shoes Low cut,5493,1903,7396
2025-10-13 15:44:18,norway,Shoes Low cut,31564,2139,33703
2025-10-13 15:44:26,united states,Shoes Mid Cut,49303,7454,56757
